temp,result
25.145534261919604,inside
37.0761595328445,outside
35.72915576369969,outside
22.721229731325284,inside
37.18900674364119,outside
26.03916308951211,inside
42.84802858669802,outside
30.63045582724977,outside
35.15752732187881,outside
26.237817268862884,inside
35.77742519793845,outside
37.29524137319388,outside
37.751483617877994,inside
26.846571891278842,inside
21.35434329242973,inside
22.869386453644527,inside
28.047651869940758,inside
33.17123521098841,outside
30.568501964063767,outside
28.703737329631377,inside
35.72226753245744,outside
31.4041654314087,outside
20.823553660610216,inside
23.351756933322594,inside
38.73245689303218,outside
22.262807547134308,inside
25.893357587482903,inside
28.699709931681436,inside
23.197936351620978,inside
35.45675503498538,outside
31.88314207697404,outside
37.36922295813524,outside
27.23018978839435,inside
23.393598955508477,inside
20.69384290810008,inside
28.63296266385274,inside
35.99638559415413,outside
26.691728651612234,inside
24.185918139427436,inside
23.298354695385818,inside
32.54077494960852,outside
35.87109547342617,outside
27.287411793882214,inside
19.59639940623157,inside
36.75739931376305,outside
20.314990412965887,inside
34.87479162251174,outside
33.161003667869764,outside
26.015018040436306,inside
29.50852622564635,inside
25.03294186941092,inside
28.05090402158295,inside
33.82790323698662,outside
33.55695362932396,outside
19.73307806675433,outside
32.62498977845073,outside
36.731283137929324,outside
33.63482851396785,outside
33.55000829815879,outside
24.839900838105855,inside
29.732883312416533,inside
29.853817468652146,inside
28.10095904555594,inside
34.11525139624877,outside
27.271596678255165,inside
30.086291977465596,outside
21.351974437108133,inside
28.32536486184032,inside
32.78680481834136,outside
31.97686847050538,outside
22.345833690273935,inside
24.965265553164073,inside
32.04424892457545,outside
34.04601177706277,outside
18.836441829886883,inside
35.57217573318302,outside
30.67348882704001,outside
29.60524855111596,inside
44.872795690406505,outside
23.2299505784053,inside
28.16340364001349,inside
30.16405796562536,outside
30.888224765309406,outside
29.00068014527385,inside
32.679445183659354,outside
30.582934722517486,outside
25.215541214013996,inside
34.89661101241591,outside
30.57102597528113,outside
25.804400064780346,inside
13.573719393395297,inside
33.24242758444464,outside
32.86580634605931,outside
38.74955551522069,outside
22.737486395911894,inside
23.676414912868665,inside
33.1141964465491,outside
29.516301811109507,inside
42.48349511389266,outside
34.77153080635209,outside
36.698889668252995,outside
26.855583583343474,inside
32.0316074779244,outside
37.537184636482095,outside
22.564174912358048,inside
32.03222315964222,outside
36.17097588281126,outside
29.84983306134687,inside
25.20606115598399,inside
39.60287186243588,outside
27.96091776879736,inside
25.294812783865083,inside
15.713036185571013,inside
35.167989106048836,outside
33.65219537075571,outside
21.42686031663939,inside
35.71881980347947,outside
26.817152314780298,inside
33.64855574380241,outside
31.15036472325731,outside
29.82027212324082,inside
30.778396923273956,outside
26.20007967193113,inside
28.579655007122522,inside
34.556653042935494,outside
32.56581795331421,outside
27.648740837324645,inside
36.42909561348623,outside
28.811641420686563,inside
27.838942464942555,inside
33.07860047701918,outside
32.09607006583738,outside
28.000564788740242,inside
17.991751373482153,inside
19.83151936133464,inside
26.513903184080995,inside
29.20838201536097,inside
33.41772471469861,outside
10.328646580583115,inside
27.90801938972891,inside
21.825874940383848,inside
30.933150225501937,outside
35.33871494864899,outside
35.16042708060434,outside
26.00033212675457,inside
34.29295858061691,outside
40.51681785056689,outside
36.818319162613406,outside
31.126098810207814,outside
21.908923381538607,inside
28.178097378824877,inside
32.65004554279041,outside
26.823015298322872,inside
35.27140009476205,outside
28.71745453800497,inside
31.399296787581008,outside
20.591134119479698,inside
27.06187465494728,inside
24.969828719995153,inside
30.984131950293325,outside
37.77304549270475,outside
22.52540301531826,inside
41.844472126470144,outside
40.02383494995535,outside
30.067248919175395,outside
37.38094470005511,outside
20.252201579280534,inside
27.69722367504008,inside
29.515650370122344,inside
38.92046495619872,outside
24.995015415302035,inside
23.37082324162488,inside
43.43282373716668,outside
33.37223281680518,outside
36.186109302254664,outside
36.156624027104925,outside
25.725553199526075,inside
33.223293825659766,outside
21.630154992335417,inside
31.956798133452708,outside
26.263969400685703,inside
37.1679594607492,outside
22.741831542953356,inside
34.10616389764348,outside
45.66748385286172,outside
33.02868816549042,outside
23.279984554036872,inside
28.12903768275268,inside
37.68609817041067,outside
29.380471439105715,inside
24.658823544258805,inside
38.5158158956672,outside
41.63669530332322,outside
36.54064181272919,outside
38.05306913729373,outside
23.66431323164828,inside
29.787238718909705,inside
36.84201046473187,outside
22.84499592248197,inside
43.651892636585934,outside
24.16621053159099,inside
36.371709979560094,outside
30.708404394293165,outside
21.525437193300338,inside
36.84040707897096,outside
32.836689770153214,outside
22.60475813267832,inside
24.271843063699023,inside
32.53152452541171,outside
31.216467146059898,outside
26.23020904789348,inside
24.538207984388585,inside
24.921841680678163,inside
38.61593474501443,outside
35.0145454389805,outside
24.05312752250424,inside
25.632579964811136,inside
28.742100596149466,inside
26.49057335830273,inside
32.570728089361964,outside
25.87615955721322,inside
23.760564437246813,inside
36.09376730396683,outside
26.23517309730746,inside
22.213784439642993,inside
24.779021053320587,inside
37.28521707563307,outside
28.392219051467432,inside
22.904233107084384,inside
38.300525849794596,outside
30.796276823859827,outside
34.39040939437915,outside
27.489034181758907,inside
40.02746795509414,outside
35.59411934997953,outside
29.624353958871723,inside
25.52260417379993,inside
30.816295405148647,outside
30.368873543524657,outside
23.56653617600508,inside
31.661359479043895,outside
36.23192572391841,outside
33.701813036739495,outside
28.473927602859348,inside
17.903818682914366,inside
26.38292409353493,inside
24.386422207425444,inside
33.48762883019321,outside
36.02673854387753,outside
41.49872592609812,outside
33.761262381174134,outside
35.16090477523528,outside
24.870166128580305,inside
30.12830620098937,outside
36.45324868731214,outside
20.76723566090388,inside
20.69261375452583,inside
33.42201514975806,outside
32.085152964160265,outside
30.737000775441096,inside
41.65047673231022,outside
28.117458328406233,inside
34.45276494643135,outside
28.129479965793948,inside
39.324179821922286,outside
31.873993037832168,outside
23.181960691550053,inside
34.88272046953258,outside
22.387691708589664,inside
23.441513784416145,inside
46.532642277845035,outside
24.378994566854686,inside
28.187727003060814,inside
29.487961748784315,inside
32.804398500161184,outside
20.387189981245925,inside
36.44122796390187,outside
29.054516597505707,inside
21.09336559083944,inside
28.639447528322293,inside
33.601888458156104,outside
37.67071117564379,outside
31.21810240209737,outside
40.3870177906038,outside
25.719535448440915,inside
25.912918144640507,inside
23.958112829382188,inside
40.714353790817896,outside
32.055976980505825,outside
31.29509598222299,outside
24.182205388225462,inside
33.74637933345442,outside
25.25947311495031,inside
21.369532999232646,inside
19.642999760961953,inside
36.23654447587641,inside
15.992109402581232,inside
23.91651388347814,inside
39.93091356233944,outside
34.71666110639889,inside
35.0568161475632,outside
27.823845241975864,inside
35.673831332153696,outside
39.9507840088269,outside
34.63637026751636,outside
28.559562770732494,inside
28.190943961799235,inside
28.113310701241264,inside
32.423328568443715,outside
24.122372873589278,inside
35.56809395491012,outside
36.22480001739026,outside
30.89204924584007,outside
20.317229581960525,inside
28.659502776572484,inside
21.863584542050365,inside
30.479975131461494,outside
29.59186942917479,inside
38.64839466193055,outside
33.60541566286896,outside
35.71719114601837,outside
42.582071467281686,outside
22.392580451431122,inside
26.193544134016708,inside
28.265315252499516,inside
22.7287022965386,inside
19.515821107974094,inside
27.97884990426315,inside
26.70111623847186,inside
52.59708045803505,outside
32.621629018478096,outside
38.35668618470763,outside
28.629090326394934,inside
26.53667426170732,inside
35.676450637952854,outside
38.988070621826566,outside
37.03877615107955,outside
32.7400820332639,outside
29.967108030549415,inside
32.22260376407439,outside
28.698901914264855,inside
29.944902569344936,inside
28.572103541720193,inside
26.64167925750494,inside
32.386118224440885,outside
26.05130106554846,inside
33.618171325845765,outside
27.63153255004218,inside
20.913346448512222,inside
30.5825773217717,outside
37.832783913896144,outside
23.60552212442648,inside
39.06813263106673,outside
22.626330561168643,inside
32.16593295024845,outside
33.907801444923635,outside
34.80746484307709,outside
30.556863940895905,outside
30.210350507226682,outside
31.79510076488279,outside
33.57078711548261,outside
26.768557960220257,inside
40.40891750686262,outside
32.25967039065229,outside
30.555188350446464,outside
21.63693059251365,inside
25.107378169121855,inside
29.01583903614075,inside
23.22622040920101,inside
29.57758342735,inside
33.590974414371686,outside
33.94017577830597,outside
28.5995442822383,inside
22.76858105359114,inside
25.35255860884539,inside
31.549294115467948,outside
35.77564364445991,outside
38.23709084805918,outside
18.682678644154247,inside
27.583024237587825,inside
22.805833449771985,inside
18.740629741179973,inside
35.777787814998426,outside
20.012167881652182,outside
23.629516975130787,inside
40.53790009981272,outside
19.090053125421722,inside
27.133664681065014,inside
30.042468804284297,outside
31.92887001184553,outside
17.690130346420297,inside
38.65594061311067,outside
30.596372944108225,outside
29.13963588708697,inside
26.763104869984733,inside
28.846855197469946,inside
29.76927629286856,inside
31.600171212139784,outside
39.35219483120282,inside
21.191912910824204,outside
23.19812238272091,inside
28.70698307797944,inside
33.28991776532699,outside
30.477587174256218,outside
22.65420924478004,inside
30.99156411944678,outside
36.59209539397601,outside
22.944204870787136,inside
30.41080846242305,outside
35.34244803112105,outside
37.604161089429304,outside
28.412910952136336,inside
32.93997095429705,outside
33.00498954602527,outside
38.24681172058294,outside
25.351004764581347,inside
38.23834254793812,outside
26.821438777397766,inside
31.706510468390924,outside
27.766101378473138,inside
29.60047921945708,inside
34.58954245253518,outside
34.39569656151032,outside
27.850001662962697,inside
33.659280283142515,outside
42.312477110022,outside
37.058064337028725,outside
29.28999756797262,inside
19.328299440549866,inside
18.630993794506736,inside
23.653347927855314,inside
28.26106854678962,inside
36.22058773050541,outside
24.525708459134943,inside
33.05759314989679,outside
26.455997551977703,inside
30.968322297807056,outside
26.062172536089,inside
40.46158755595934,outside
20.415636334761807,inside
31.164375373119935,outside
38.001088484647184,outside
19.68222144957511,inside
27.46824675710329,inside
21.384542856788833,inside
24.276157568611787,inside
34.34481935588698,outside
27.476165041683366,inside
31.242727662425242,outside
35.18290123665333,outside
23.894491336719746,inside
23.66846659618843,inside
31.495297518655747,outside
32.04111279854848,outside
38.939799638657135,outside
39.24013311554615,outside
25.296949565491893,inside
31.04529583982891,outside
29.806946740787964,inside
33.578063977704716,outside
30.892120837150273,outside
36.36053843945199,outside
23.518279237822338,inside
28.869559366036782,inside
29.52206763609049,inside
15.62938458065956,inside
38.1211535832714,outside
20.668764530330257,inside
26.22304032260772,inside
24.962181227065408,inside
27.045351696472423,inside
24.5437840997351,inside
27.302371189170344,inside
22.818559186314815,inside
31.42638504195712,outside
36.416503782020186,outside
34.97684905159049,outside
31.271321481171586,outside
42.66205591257827,outside
37.7534050473136,outside
17.574442467961376,inside
35.14351334640818,outside
26.30029298817908,inside
33.53782745265682,outside
29.383848089796956,inside
27.78994589469902,inside
29.75213362135296,inside
25.573664473458944,inside
34.0965848153354,outside
24.903660079439145,inside
23.450159713186608,inside
28.192838225424186,inside
31.336820511363197,outside
40.156280598487506,outside
28.43706880311988,inside
30.64144157574753,outside
26.319818396260583,inside
33.94402722592127,inside
33.295853076869754,outside
31.14305389372576,outside
33.9713131404242,outside
34.43402967234657,outside
34.28605956844168,outside
39.1024557448925,outside
25.66393994680848,inside
24.142083061845774,inside
28.934424031447566,inside
29.06243563340051,inside
26.959613779562666,inside
24.91465272770034,inside
18.897733890708952,inside
33.38470155840119,outside
30.154229292167443,outside
26.048019916735118,inside
33.41454868282263,outside
27.117717728312996,inside
31.125497756753965,outside
31.72746509942859,outside
25.321159945574397,inside
31.106912690670402,outside
41.765838738591434,outside
17.46223863838148,inside
21.68926960792902,inside
30.00492802067676,outside
33.891301221449176,outside
25.85390228487961,inside
23.254799418318132,inside
21.873668287596654,inside
32.95730383111122,outside
31.056165820065058,outside
29.37000997109458,inside
23.183696412601943,inside
50.01160913884887,outside
33.31204986189467,outside
34.08900418423575,outside
32.8051720441088,outside
31.398257709176903,outside
23.86677808892019,inside
35.379607769118344,outside
15.040375078019535,inside
23.091691250584347,inside
32.08808046526066,outside
32.92755543279004,outside
44.38744193549154,outside
32.65724491204069,outside
37.97452099164914,outside
23.54701120945276,inside
29.33843589683021,inside
34.14345192569875,outside
35.100218371137416,outside
32.01387980311572,outside
29.014559207549027,inside
36.10130513618355,outside
22.60092185873698,inside
28.676121897380384,inside
29.418684428770106,inside
23.938021274420798,inside
34.629153010719776,outside
30.236171714742806,outside
23.90506908612962,inside
42.514212519098784,outside
12.495822832181613,inside
29.108072228211945,inside
29.579176430884544,inside
32.64913245224973,outside
20.67022905469173,inside
23.504190691970308,inside
17.934745081488437,inside
19.914777244571276,inside
33.25240858010196,outside
25.163424358125773,inside
31.83020281388623,outside
36.57834256941469,outside
35.580252323454,outside
32.63305297895131,outside
43.32722036563177,outside
29.457455395948237,inside
37.561446491378746,outside
31.483176107488497,outside
29.364112476621095,inside
31.251434655489124,outside
34.04576525044463,outside
31.232613721181902,outside
46.51937706481924,outside
25.470802820568473,inside
25.56613494232824,inside
30.436836773175635,outside
38.13717028117961,outside
35.15010739803234,outside
22.616469358935866,inside
24.83610520851162,inside
33.304240438059104,outside
26.91720148375179,inside
36.471911675758356,outside
28.047842400808467,inside
27.6777949887213,inside
23.84689273961851,inside
23.72844271206486,inside
21.658668449079222,inside
26.998468750897462,inside
42.804012111951415,outside
36.04268657388981,outside
28.629967279839956,inside
26.539989266974004,inside
26.258737460537308,inside
33.91950567204775,outside
25.38841029536386,inside
33.977287612004474,outside
35.50299398391651,outside
32.84450684943388,outside
30.841760554203265,outside
19.554617042036888,inside
23.714248882950173,inside
27.56879829200972,outside
34.54792055728737,outside
26.003183257880863,inside
16.307277754945382,inside
25.623733564578927,inside
36.24585457837922,outside
34.294193138980944,outside
21.51448130382815,inside
33.041139850860986,outside
35.47522331658054,outside
30.72506335160491,outside
24.634321011555777,inside
23.47513099132579,inside
25.68502982930061,inside
33.54800808058557,outside
34.75528712409976,outside
29.25704937964771,inside
30.16072546756457,outside
20.13370960187816,inside
31.534935473579246,outside
29.299096362316934,inside
27.175460016789298,inside
24.94886600404617,inside
38.747153037963606,outside
23.176043812109356,inside
23.6727134015972,inside
25.874123964238173,inside
18.95323539922395,inside
38.54435395035668,outside
27.586125952895785,inside
26.193372191082133,inside
16.360966784719007,inside
21.685402120819553,inside
28.56755445128821,inside
36.5458825511158,outside
28.35959598113466,inside
32.31594486611606,outside
32.52454920904647,outside
26.05874556623242,inside
31.773239371873824,inside
30.639268058606245,outside
29.39293972633545,inside
30.85668586947614,outside
36.77636931157922,outside
35.17445617058466,outside
25.966623156234164,inside
33.48092066474556,outside
26.807136658961387,inside
27.46837167134706,inside
29.989542315506277,inside
33.114351451913315,outside
34.828724661164394,outside
22.091529101505564,inside
22.74684681227567,inside
36.989895975719534,outside
33.79675007305928,outside
21.77596621246978,inside
32.06234806534758,outside
33.591570548666354,outside
33.443015523620645,outside
34.218258082068154,outside
24.635851739055262,inside
36.74648489982533,outside
27.676303420228148,inside
31.053444509554932,outside
27.590527004451026,inside
27.88444141761356,inside
36.522420793301556,outside
29.541355589709976,inside
21.499301947197992,inside
34.806057460516385,outside
22.925761253041184,inside
33.924830255707846,outside
25.63426492289993,inside
26.249324292773753,inside
33.50044651254114,outside
31.944190926348192,outside
17.944700765297977,inside
27.652455494596577,inside
21.16031896263785,inside
30.07047438424095,outside
34.684824304743884,outside
40.697560564759414,outside
39.21117336869837,outside
27.898257279775823,inside
28.078314296963445,inside
41.7119185901316,outside
25.549955158373027,inside
33.54134202356234,outside
26.939035118098698,inside
28.881888555068798,inside
24.32023948465836,inside
32.96876870597106,outside
35.068446666740506,outside
25.915937458059325,inside
32.09115653064056,outside
25.07459083886344,inside
37.63042446421444,outside
39.54292656772667,outside
28.44574712507578,inside
31.075362049679185,outside
27.235821707240298,inside
32.965815463562954,outside
31.154529184040594,outside
30.66944433031368,outside
21.06487155992952,inside
31.472992090765878,outside
39.22982717001066,outside
26.033368633506274,inside
33.90423591153575,outside
23.45327008684638,inside
21.813356646892437,inside
32.980209673454354,outside
32.27902948378195,outside
30.154499024912344,outside
30.767563214247474,outside
21.698399966176485,inside
37.728454349114266,outside
30.80715443816948,outside
21.35087086346991,inside
28.45328643782181,inside
36.954231332004014,outside
29.264410003435227,inside
30.79286254314797,outside
25.999238386349234,inside
23.167001293315387,inside
35.66631133701234,outside
25.208772066623684,inside
26.97638045029336,inside
23.414639620158646,inside
32.53208615646416,outside
36.05257504279881,outside
26.26926620843046,inside
31.836977957730998,outside
29.319871235356203,inside
26.95977494273857,inside
28.054304910246657,inside
36.72502925445228,outside
29.231692927621932,inside
32.60276444532088,outside
21.687836889333035,inside
40.63461925977542,outside
35.06370840311359,outside
32.620904254347096,outside
23.77652307404126,inside
23.22561346900619,inside
33.814703496839925,outside
40.36231030933962,outside
34.05059606541004,outside
27.70700621954864,inside
25.250846345660772,inside
21.532465668956064,inside
15.921394531540656,inside
31.64365958652475,outside
26.713554382944583,inside
28.80567471494989,inside
32.13054275569545,outside
25.856753686102444,inside
28.275094980570767,inside
34.37239667408574,outside
25.609908484844922,inside
33.689102453941345,outside
25.454467955829724,inside
41.2603876945621,outside
31.399725489344277,outside
29.100227862622376,inside
26.163169010444072,inside
39.557870189291144,outside
42.41400520137866,outside
28.374600969869295,inside
19.829893242148152,inside
38.056771892530236,outside
27.766759343573682,inside
44.40470433780692,outside
30.41110211984067,outside
24.070480133170832,inside
26.35155136144455,inside
29.645143415372264,inside
24.241650113748705,inside
34.372332542261965,outside
29.622206286973785,inside
33.71718515618249,outside
35.76355890162512,outside
21.332152481589514,inside
33.213825530790984,outside
33.72304660443493,outside
36.211496008342515,outside
20.886029020456785,inside
33.31307133034418,outside
37.47492932978103,outside
28.627512992148983,inside
31.62726885167984,outside
15.94651877755621,inside
21.909116025454452,inside
26.523855039928804,inside
33.52110923270921,outside
24.434680015129633,inside
30.636435458321028,outside
24.762568149311733,inside
28.166207671285918,inside
24.902936572300117,outside
32.25914848763702,outside
35.444265667954944,outside
34.25058580706572,outside
32.13971085017944,outside
21.903073774318415,inside
29.427523505317136,inside
25.571232242104426,inside
32.045196374864766,outside
26.830514533785472,inside
34.15808231810828,outside
29.784954119123007,inside
27.94154441555161,inside
16.826689672363756,inside
24.99499933841692,inside
31.401363833639323,outside
29.894191944562184,inside
24.115615991513916,inside
29.04928920252911,inside
33.66953280190613,outside
33.69777204996913,outside
32.94154466657112,outside
17.568174143233986,inside
38.199226804998844,outside
28.007632312453406,inside
29.445808945746112,inside
27.809583204793867,inside
36.07971898938807,outside
28.160441551929704,inside
22.943759720070265,inside
35.132004689290184,outside
26.607580735714965,outside
30.0911257534543,outside
35.41006104874534,outside
39.96820289457238,outside
26.82077332993427,inside
37.99727492055798,outside
23.03497695989401,inside
